rep,condition,disp_rate,kernel_exp,germ_rate,survival_rate,disturb_rate,temp_noise_color,temp_noise_sd,spat_heterogeneity,env_temp_cv_mean.env_temp_cv_mean,env_spat_cv_mean.env_spat_cv_mean,CV_S_L,CV_C_L,CV_S_R,CV_C_R,phi_S_L2R,phi_C_L2R,phi_S2C_L,phi_S2C_R,alpha_div,beta_div,gamma_div,beta_spatial,beta_temporal,local_dsr_richness,local_dsr_cv
1,stable,1e-5,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.2563698267154093,0.2077178083083324,0.11570859713899294,0.03390870084578648,0.4513346934053928,0.16324407195483714,0.8102272056333506,0.2930525620758693,1.2105000000000001,22.25483237508377,26.93,0.8366017695196085,0.020974154777521188,1.2105,NA
1,stable,1.8329807108324375e-5,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.26557186163085267,0.21667981017853022,0.1171250588551212,0.03280652922281024,0.4410296261654637,0.15140556563982485,0.8158989768265328,0.280098294451152,1.2708000000000004,20.416748489392273,25.94,0.8642932382467594,0.02385314034711906,1.2708,NA
1,stable,3.359818286283781e-5,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.27581445158235063,0.21149506786339556,0.11564718357660497,0.025743866577202484,0.4192934159654644,0.12172324790964119,0.7668019810058754,0.22260694796903277,1.3063000000000002,20.47218428933364,26.74,0.8700018562454472,0.027834335260072146,1.3063,NA
1,stable,6.158482110660267e-5,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.26783992129504586,0.20171606964584868,0.1108507421107595,0.032059607368661695,0.4138693797951391,0.15893432498932036,0.7531217477608322,0.28921418799910675,1.319399999999999,18.89941973162506,24.93,0.8598488158237035,0.030130853888340775,1.3194,NA
1,stable,1.1288378916846884e-4,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.2906135266269127,0.20331605456865703,0.10990767549774197,0.027613380665736632,0.3781918783114337,0.13581505269871333,0.699609742631397,0.2512416038341557,1.485499999999999,16.113019100698153,23.93,0.8882191056878329,0.036793113508361744,1.4855,NA
1,stable,2.0691380811147905e-4,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.3335748534211782,0.20422784303501418,0.11817943279429424,0.02488345175476612,0.3542816000134115,0.1218416224985539,0.6122399243840844,0.21055653396203727,1.6652999999999998,13.531579522231507,22.53,0.8051584484485876,0.0557536535173632,1.6653,0.22713128425985182
1,stable,3.79269019073225e-4,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.34852009747152873,0.19708788888960865,0.10686585412664007,0.026120257567449515,0.30662752277971617,0.13253101301460382,0.5654993508823667,0.24442098723597927,1.896,10.745053266670936,20.37,0.7332623839864717,0.06003736788800228,1.896,0.20542576168702184
1,stable,6.951927961775605e-4,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.40450161890756864,0.19559400282883138,0.11251857186420584,0.03546231754359491,0.27816593705627934,0.18130575084466555,0.48354318916465433,0.31516857133943155,2.223299999999999,7.653219391165712,17,0.6579671482196183,0.0856003949291652,2.2233,0.20705540388615948
1,stable,0.00127427498570313,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.45295130354898366,0.18672188224063666,0.09718448246603388,0.03157530271350747,0.21455834590731898,0.16910338699786132,0.41223389970980384,0.32490066224865766,2.504000000000001,5.584900344135016,13.98,0.6767339255965992,0.1042202828941642,2.504,0.19043096040355145
1,stable,0.001274275,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.4837922309030334,0.2010925665536362,0.11118143239939944,0.054551609627655796,0.22981235600222683,0.27127611210385333,0.4156589413978027,0.49065395588436816,2.3008000000000006,6.225070966498223,14.31,0.6806933334674121,0.1167789768082767,2.3007999999999997,0.20634736711864987
1,stable,0.002335721,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.5180530790072656,0.1818741625917398,0.1332377099545076,0.032309725822548284,0.25718930231980913,0.1776487949807099,0.3510724479048778,0.24249685643486404,2.9302000000000006,4.097119919295711,12,0.6579432520421028,0.12775084579249246,2.9302,0.1857310239061909
1,stable,0.00233572146909012,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.5562746880136175,0.18716824340600557,0.10958509800258637,0.022437971767243825,0.1969981743981559,0.11988129694935135,0.33646730192660457,0.20475385956870026,2.9896,4.499039242457955,13.43,0.6351687681009837,0.1496363750978582,2.9896,0.1900518257980329
1,stable,0.004281332,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.6242061418460512,0.17665766274629308,0.17939765458507892,0.02446862994923252,0.2874012967166927,0.13850873813706652,0.28301173427073134,0.13639325444819753,3.7663999999999986,2.650532691236669,9.97,0.5764415010974067,0.17329662914932734,3.7664,0.1785643761142063
1,stable,0.00428133239871939,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.6045835353712875,0.17055316569046697,0.1611647900712769,0.028123002405443236,0.2665715829861331,0.1648928783678107,0.2821002487038068,0.17449842731160775,3.7042999999999995,2.8757120999480783,10.65,0.5597723777105459,0.16411625537153784,3.7043,0.17334849940631578
1,stable,0.0078475997035146,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.5837076681201429,0.1644671625538664,0.1792981250424653,0.03435972499008687,0.30717109751171007,0.20891541178521486,0.2817628952580671,0.19163460288248438,4.4131,2.4945576535972847,11,0.3963880317208089,0.15677290212538078,4.4131,0.16724028185193657
1,stable,0.0078476,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.6065090329010508,0.1657099611368814,0.19414485211947818,0.029563369441017083,0.3201021610359957,0.17840429892199933,0.2732192797595419,0.1522748047052186,4.299399999999998,2.097786904566588,9,0.4556692175670475,0.15952506114162496,4.2994,0.16779315627811558
1,stable,0.01438449888287663,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.831524734015947,0.18892657557714274,0.46554215153589734,0.0879976904559026,0.5598656690433086,0.4657771951197584,0.2272049980578443,0.18902196109543307,4.2945,2.104911199043113,9,0.3582419320908651,0.2657521889932268,4.2945,0.19086355384823336
1,stable,0.014384499,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.5251538448599478,0.16784016913059335,0.21783589975371978,0.05086566570931921,0.4148039700857832,0.30306014330658576,0.319601904800591,0.23350451310746648,4.301500000000001,1.1632155754871372,5,0.21389666791906053,0.11789708651117614,4.3015,0.1718622035675693
1,stable,0.02636650898730358,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.7575069811711573,0.151589866568681,0.2490399926964621,0.03371858720073138,0.3287626370273569,0.2224329895128871,0.20011679144436764,0.1353942667426459,6.295099999999999,1.5901738818209834,10,0.32104842056581767,0.21042982231030244,6.2951,0.1525974401274771
1,stable,0.048329302,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.736174689387672,0.15994276303969715,0.32338415651141533,0.052350113352808696,0.43927638531066115,0.3273052957064122,0.2172619696728948,0.16188212161519655,6.4462,1.7087975900653847,11,0.23793998265667382,0.19380371773255134,6.4462,0.16046190814641595
1,stable,0.04832930238571752,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.773724759098563,0.14849574545978064,0.42189469718746475,0.04535858552858622,0.5452774933543526,0.30545377167638366,0.19192321780265548,0.10751162750081114,7.200599999999997,1.2507071564793584,9,0.20129902275291256,0.21677459948093653,7.2006,0.14886160709083093
1,stable,0.088586679,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.6212372858222434,0.15050712935461705,0.2601866244985756,0.04220232925288073,0.41882003935775297,0.2804008649546813,0.2422699551193425,0.1622002258348671,6.623900000000003,1.209723998922386,8,0.13577125472898396,0.13690046670545417,6.6239,0.15088638402268761
1,stable,0.08858667904100823,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.355585142616904,0.1504442272696881,0.07478840820397943,0.02727557155971173,0.21032489617979921,0.18130022038544039,0.42308918241775884,0.3647031968553172,3.8626000000000023,1.035715397411245,4,0.051087984373182765,0.04745432127422139,3.8626,0.15131741655302908
1,stable,0.1623776739188721,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.4241584643280083,0.13770647119825463,0.1733113920808749,0.028911000975326232,0.4086005742109876,0.2099465676794764,0.3246580765903662,0.1668153525755252,5.438300000000001,1.1062139684030887,6,0.05892280642567564,0.06356503349282236,5.4383,0.13833907813262383
1,stable,0.2976351441631319,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.4949200423776584,0.142650300360299,0.30872785428293253,0.07830989836507556,0.6237933966055708,0.5489641323382028,0.2882289827564649,0.25365349215723415,6.823299999999997,1.0262953234503904,7,0.04694191179276545,0.08140047123456395,6.8233,0.14278156479243342
1,stable,0.5455594781168515,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.2515686582203337,0.12246388682866993,0.07715464373739522,0.024784656925134575,0.3066941815534913,0.20238339290838397,0.4868010494431753,0.32123350876315404,3.954100000000001,1.0116482067422519,4,0.022635152989905358,0.024171830829329825,3.9541,0.1225881328173971
1,stable,1,0,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.3278691306958297,0.10994054624647301,0.21864666582234638,0.031613228894915406,0.6668717648359186,0.28754840660917297,0.33531838149309307,0.14458591799703738,5.448400000000001,1.1035959988913264,6,0.022390177026885175,0.042970247646775886,5.4484,0.10997626250786093
1,stable,1e-5,0.1111111111111111,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.253635298492137,0.21063554884586383,0.1181344507898961,0.029515770214150767,0.46576502360754174,0.14012720253478883,0.830466224922529,0.24984896460597264,1.217399999999999,20.84507066519478,25.38,0.8864633515007881,0.019618848721194338,1.2174,NA
1,stable,1.8329807108324375e-5,0.1111111111111111,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.24243318517406434,0.1956726272353681,0.10830182104684602,0.027841959028686643,0.4467285325195332,0.142288471423223,0.8071198136297938,0.2570774781030098,1.317,21.194517249186607,27.91,0.8761677586502097,0.015643244510601992,1.317,NA
1,stable,3.359818286283781e-5,0.1111111111111111,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.24919857602409787,0.20656413693251408,0.10938855113771255,0.029698225512805418,0.43896138125257395,0.14377241835792645,0.8289137932816238,0.27149299633210633,1.2166999999999997,20.4755545141415,24.91,0.8309540027416433,0.01822014353657049,1.2167000000000001,NA
1,stable,6.158482110660267e-5,0.1111111111111111,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.2614019268895427,0.21182828609682156,0.10401297232173366,0.03503011034294941,0.3979043825705428,0.16537031474133723,0.8103547231552395,0.33678597545115835,1.3137,15.986950305366326,21,0.8410549919746545,0.022671654045224428,1.3137,NA
1,stable,1.1288378916846884e-4,0.1111111111111111,0.4,0.5,0.01,0,0.1,0.1,0.29333339940387176,0.3333431200092879,0.2679675508949599,0.19560797662824522,0.11161253583806793,0.02408580955453142,0.4165151170927361,0.12313306425282812,0.7299688935281617,0.21579842598931814,1.4538000000000002,17.900397824627973,26.02,0.8898352250159588,0.02593845061197415,1.4538,NA
