rep,condition,disp_rate,kernel_exp,germ_rate,survival_rate,disturb_rate,temp_noise_color,temp_noise_sd,spat_heterogeneity,env_temp_cv_mean.env_temp_cv_mean,env_spat_cv_mean.env_spat_cv_mean,CV_S_L,CV_C_L,CV_S_R,CV_C_R,phi_S_L2R,phi_C_L2R,phi_S2C_L,phi_S2C_R,alpha_div,beta_div,gamma_div,beta_spatial,beta_temporal,local_dsr_richness,local_dsr_cv
1,stable,1e-5,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2120616237995524,0.092211195,0.083039327,0.025823098515332866,0.3915811155001263,0.2800429883903481,0.4348320691258037,0.3109743224731919,3.376200000000004,8.589663122088039,29,0.7211103362580076,0.012047422650058585,3.3762,0.093179911
1,stable,1.8329807108324375e-5,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.20393064475738967,0.092791123,0.07699947,0.022554274313961512,0.3775767493168358,0.24306500109488186,0.4550131379249325,0.2929146698466422,3.217199999999997,8.081769878141516,26,0.732393015,0.010837349916927844,3.2172,0.09353024
1,stable,3.359818286283781e-5,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.22157203170780276,0.093984998,0.083709861,0.024112063973325434,0.3777997608890469,0.25655226290759664,0.42417356332387285,0.2880432938343696,3.4396000000000013,7.262754658686227,24.98,0.696802456,0.014833536,3.4396,0.095430193
1,stable,6.158482110660267e-5,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.22426180587370687,0.093502906,0.077577437,0.022850513478381965,0.3459235368816728,0.24438292426573416,0.41693638003124217,0.2945510233368648,3.3879000000000015,6.245611598402563,21.16,0.7014306334161192,0.017909841126475878,3.3879,0.094259893
1,stable,1.1288378916846884e-4,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.23388914711548292,0.095397191,0.082590127,0.028513802106184684,0.3531165428325829,0.2988956165768264,0.40787352377631114,0.345244682,3.6458000000000017,6.583413339779993,24,0.6111923116273824,0.019645538053893522,3.6458,0.095937233
1,stable,2.0691380811147902e-4,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.24858549015603945,0.092116298,0.086026309,0.026740707799184436,0.34606327689733657,0.29029290462274226,0.3705618467557128,0.3108433688819159,3.7591999999999994,5.401401290935798,20.3,0.6245413046226969,0.024001194925542934,3.7592,0.093296686
1,stable,3.79269019073225e-4,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.26102033919737455,0.096574251,0.099401108,0.035032141366685636,0.3808174790779202,0.36274825872430133,0.36998745476542894,0.35243210288289833,3.8852000000000015,4.965944903717898,19.29,0.555589763,0.029181544,3.8852,0.097446928
1,stable,6.951927961775605e-4,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2731012339704791,0.094902048,0.092606447,0.038135456,0.3390920122729047,0.40184017689424234,0.34749769182826906,0.4118013073166408,4.1624,4.3250720525300155,18,0.4605726390088995,0.032935162,4.1624,0.095871453
1,stable,0.001274275,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.310263501,0.098645109,0.095408521,0.041024624,0.30750803950122596,0.4158809711444279,0.3179397798362238,0.4299890975800234,4.5927999999999995,3.9201778044503186,18,0.36009893590880915,0.043530891413438355,4.5927999999999995,0.099672015
1,stable,0.002335721,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2993924554509341,0.10047486094567823,0.10526937462641528,0.047658588,0.3516099778394961,0.47433345497531415,0.33559583455216535,0.452729848,4.644799999999998,3.0148727043204064,14,0.31772529680728917,0.039248616,4.6448,0.1014862714403512
1,stable,0.004281332,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.30500080896352516,0.097442391,0.10142452299470181,0.046660881,0.3325385376496857,0.4788560761834689,0.3194824006448318,0.4600552160472391,5.0258,2.864642428999071,14.39,0.314495183,0.042842308,5.0258,0.098329736
1,stable,0.0078476,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.3880517447266515,0.093559561,0.11348771244529622,0.036122477,0.29245510163918575,0.3860907099109962,0.241100736,0.3182941710223421,6.399699999999998,1.7193626316473865,11,0.35434383,0.070758613,6.3997,0.093789153
1,stable,0.014384499,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.41921703021524664,0.09559999,0.15754667187046656,0.043459399,0.3758117168798566,0.45459626677102327,0.22804414668694029,0.27585094632908513,6.6575,1.8043614792089395,12,0.17930280579958438,0.079733002,6.6575,0.096221964
1,stable,0.026366508987303583,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.44318840260568526,0.098399623,0.18513654370337404,0.049006178,0.41773778965081404,0.49803217405167677,0.2220266209341836,0.264702891,7.177299999999997,1.5347665063614884,11,0.12256435956751832,0.085956704,7.1773,0.099259396
1,stable,0.048329302,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.47939898916017343,0.10434154769154162,0.24218945120866142,0.050610573296627506,0.505193913,0.4850471783899964,0.21765074614431396,0.20897100614437297,8.402499999999998,1.1903792008958198,10,0.089613367,0.094698687,8.4025,0.10533454622567724
1,stable,0.088586679,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.4684245730904312,0.10388214377980033,0.2843925909944003,0.052650781773269914,0.6071256875319758,0.5068318756000466,0.22176920201781447,0.18513415412536754,8.719999999999997,1.1473671307061486,10,0.060830928,0.088301021,8.72,0.10487938732161754
1,stable,0.1623776739188721,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.40982106484046893,0.10090300848775871,0.24484787816391226,0.050912476793901755,0.5974506904842097,0.5045684718120008,0.24621235252277046,0.20793513578998074,8.632699999999994,1.0433538342336703,9,0.035400855394884426,0.058674673,8.6327,0.10163876144212966
1,stable,0.2976351441631319,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.31868182098450765,0.096641613,0.15456344649836662,0.047959663,0.48500867109668155,0.49626306510365487,0.30325423902523474,0.31029110845389396,8.656800000000002,1.0400904450669493,9,0.023280529291982734,0.033733967,8.6568,0.097112301
1,stable,0.5455594781168515,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.26110169333584915,0.095061616,0.13477227298617278,0.049916320291294745,0.5161677477626248,0.5250943792398743,0.3640788953811377,0.3703752944525615,7.025499999999999,1.0202357551772847,7.17,0.011984006606574412,0.016863843283242738,7.0255,0.095303987
1,stable,1,0,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2758127485647405,0.095566682,0.16632924680931865,0.055510961,0.6030513370932048,0.5808610226512629,0.3464911703690347,0.33374142992586414,7.908900000000004,1.0117503012966982,8,0.011726239881371179,0.022589091515987186,7.9089,0.095562214
1,stable,1e-5,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.20450505577087977,0.093457311,0.072348621,0.022214699144411983,0.35377424072197133,0.2376988917086958,0.45699266561930446,0.3070507618503524,3.1574999999999953,8.503429339025507,26.85,0.7353325755689315,0.011109431989123321,3.1574999999999998,0.094767103
1,stable,1.8329807108324375e-5,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.21180751565405312,0.094414304,0.077221736,0.026930273020278554,0.3645844952079413,0.2852350952262272,0.4457552122597719,0.3487395434739643,3.3863999999999987,7.677889492376022,26,0.7325481665257119,0.012277973268334238,3.3864,0.095573209
1,stable,3.359818286283781e-5,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.21187753338727355,0.093814778,0.078289376,0.025630379888067777,0.3695029598445463,0.27320194591665686,0.4427783183850138,0.3273800519578605,3.2559999999999976,7.371165585890355,24,0.7448807218687384,0.014542693183216947,3.256,0.09465196
1,stable,6.158482110660267e-5,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.21653017573546393,0.092386486,0.071338211,0.021186761561519968,0.3294608293971925,0.22932749644081216,0.42666795,0.2969903671426099,3.3554000000000017,6.863623333960743,23.03,0.7035465439340023,0.017149892717330868,3.3554,0.093765224
1,stable,1.1288378916846884e-4,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.23235102094880988,0.091011403,0.079257806,0.025586783,0.3411123647727257,0.28113821162319114,0.3916978846035116,0.3228298184013038,3.4892999999999965,7.119606192116969,24.84,0.6702659200784423,0.021208791,3.4893,0.091527696
1,stable,2.0691380811147902e-4,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2397134949824302,0.093187656,0.084408321,0.028632544847891298,0.3521216919740893,0.30725684139929654,0.3887459737409851,0.33921471673247056,3.7252000000000014,6.059188313610455,22.57,0.6342114259215957,0.020855999265881234,3.7252,0.094019544
1,stable,3.79269019073225e-4,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2619520994697105,0.09115005,0.089799352,0.026903591,0.34280829270378715,0.2951571717419575,0.34796456997544134,0.29959671491699336,3.9118000000000017,5.624659443,22,0.6204645851044351,0.028275033,3.9118,0.091722419
1,stable,6.951927961775605e-4,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2754349064477954,0.091505029,0.083747678,0.029724953,0.3040561519842574,0.32484501923737197,0.3322201602347138,0.3549346515050154,4.055799999999998,5.495981938566332,22.29,0.5991040649693212,0.035607891812031646,4.0558,0.091906776
1,stable,0.001274275,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.2753709963258571,0.09694658,0.098837752,0.04030283,0.35892578694474564,0.4157220431882866,0.3520580639224543,0.40776757474181163,4.258599999999999,3.9215729781311808,16.7,0.4736272660071322,0.032560872965771016,4.2586,0.097895803
1,stable,0.002335721,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.26562346195934255,0.090619022,0.086607327,0.035818304,0.3260530014233149,0.3952625294941999,0.3411559414682278,0.4135712899070542,4.334799999999999,2.9992944097020766,13,0.5007585098345512,0.027849218214459983,4.3348,0.090864245
1,stable,0.004281332,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.34256121400595785,0.09308834,0.10813260359316318,0.038086713,0.3156592140967907,0.4091459077281902,0.2717422066233092,0.3522222917366304,5.192799999999998,2.503888087948442,13,0.4195448628606199,0.054196526,5.1928,0.093354213
1,stable,0.0078476,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.339258919,0.1010652734564665,0.11615071830349226,0.050565041,0.3423659975781722,0.5003206227148927,0.29790012212428635,0.43533988673636914,5.3526000000000025,2.055351927102481,11,0.26187553146955506,0.050048123,5.3526,0.10141464693403072
1,stable,0.014384499,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.3604522809133455,0.091733319,0.11744908840725528,0.035503443,0.32583810569779864,0.3870288677868989,0.25449504369079995,0.30228793653858127,5.759700000000001,2.0841402858583367,12,0.41942595701311336,0.060371227,5.7597000000000005,0.092071619
1,stable,0.026366508987303583,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.4111586692542564,0.095976336,0.16135489678049267,0.042953944465648625,0.39243948588789795,0.4475472436525803,0.23342894800412858,0.2662078766911128,6.6287,1.8113719508349815,12,0.2411370571012171,0.072164384,6.6287,0.096428939
1,stable,0.048329302,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.37914264883205034,0.099447935,0.14237456820168579,0.049663769125150276,0.37551715334655944,0.4993946733107114,0.2622968836015355,0.34882472166515927,6.9625,1.7247049676593875,12,0.19830472093145443,0.059193484373088516,6.9625,0.09985824
1,stable,0.088586679,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.4371753663369063,0.097644788,0.2044149409278343,0.041051316,0.46758110513094026,0.42041481932690533,0.22335381984154587,0.20082346096590406,8.061399999999999,1.447490274843393,11.67,0.16301090599699672,0.073631653,8.0614,0.098256977
1,stable,0.1623776739188721,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.420314683,0.095188714,0.20639756686877256,0.034579355,0.49105485770512025,0.3632715853487666,0.22647011425625796,0.1675376104096919,9.0248,1.2191933281661338,11,0.13279767073941492,0.067283182,9.0248,0.095834116
1,stable,0.2976351441631319,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.39403142419355264,0.089292489,0.2371199183032649,0.036094099,0.6017792078095501,0.40422324086090816,0.22661260936717134,0.15221875762669262,8.224699999999999,1.2167956034975125,10,0.10501916909510059,0.063922574,8.2247,0.089674895
1,stable,0.5455594781168515,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.433473634,0.098458328,0.32464950331560943,0.048301103429917884,0.7489486746404183,0.49057407683914217,0.22713798606747243,0.14877923094483148,8.9124,1.1240503872837373,10,0.042485739,0.072551915,8.9124,0.099658834
1,stable,1,0.1111111111111111,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.38070285485174926,0.10223459448088135,0.27007391031081834,0.053779802,0.709408682,0.5260430870292353,0.26854170694541507,0.19912994046708032,9.358700000000002,1.0694174822831024,10,0.029886968731453703,0.054584875315147316,9.3587,0.10405747474097977
1,stable,1e-5,0.2222222222222222,1,0,0,0,0.1,0.1,0.27488480024227363,0.30410743737179025,0.19895933409583252,0.091621078,0.06895253,0.020329005830066763,0.3465659448400059,0.22188132152462564,0.4605015303943534,0.29482610639998724,3.2581999999999978,8.593739982642255,28,0.7386897159115496,0.00980314,3.2582,0.092323844
