rep,condition,disp_rate,kernel_exp,disturb_rate,temp_noise_color,temp_noise_sd,spat_heterogeneity,env_temp_cv_mean.env_temp_cv_mean,env_spat_cv_mean.env_spat_cv_mean,CV_S_L,CV_C_L,CV_S_R,CV_C_R,phi_S_L2R,phi_C_L2R,phi_S2C_L,phi_S2C_R,alpha_div,beta_div,gamma_div,beta_spatial,beta_temporal,local_dsr_richness,local_dsr_cv
1,stable,2.0691380811147902e-4,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.23658353215538644,0.0892311793431525,0.08613018686318413,0.015799088863174746,0.36405825070958203,0.17705794072738712,0.3771656401027358,0.18343265513020707,3.480900000000001,7.9856169380541155,27.8,0.6726165026018306,0.025925263236804948,3.4809,0.0904011693149687
1,stable,3.79269019073225e-4,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2186141833710033,0.08758796941798258,0.08516073146864948,0.01509238575028029,0.38954806204923065,0.17231117299063325,0.4006509004465633,0.17722235929638888,3.541600000000002,7.059186259310291,25,0.6545441490305337,0.018558154866078366,3.5416,0.08796520067808437
1,stable,6.951927961775605e-4,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.24464037572431085,0.08981458109571264,0.08714024817177507,0.016936622401315774,0.35619732807300297,0.18857319373640385,0.36712901878848536,0.194360502255278,3.8266000000000004,6.8263611610257025,26.12,0.6416124328728166,0.027271597868191104,3.8266,0.09077982791422912
1,stable,0.0012742749857031334,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.26491936168365066,0.09120732638164787,0.09767583632200554,0.015605129096271188,0.3687002554333632,0.1710951270621956,0.34428335400627186,0.15976447895287163,3.968400000000002,5.653805484852403,22.44,0.6485211459532538,0.034460802259403435,3.9684,0.09245189061693349
1,stable,0.002335721469090121,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2625763586527121,0.08851338921988264,0.08894115733778248,0.018549702658660974,0.3387249247957526,0.20956945409219718,0.33709580586023713,0.2085615165565313,4.140699999999999,4.843253190290331,20.05,0.618354146438016,0.032045246503228486,4.1407,0.0892695160858377
1,stable,0.004281332398719391,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2567218254276747,0.08675584334438456,0.08650055185728195,0.016331945123534957,0.33694272667771846,0.18825181675318328,0.33793715512834716,0.18880740958139994,4.349900000000002,3.9084285507293224,17,0.4477826924732656,0.028937436818389985,4.3499,0.08717590855209635
1,stable,0.007847599703514606,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2667695979945654,0.08655499046260028,0.09341748166532056,0.018047103710456803,0.3501803892481918,0.20850448499852603,0.3244559766677894,0.19318764955699338,4.5298,3.5325131152412244,16,0.47110965954359896,0.031105086080342865,4.5298,0.08694900443655632
1,stable,0.01438449888287663,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.31406963380214575,0.0870820655343863,0.11915901669073056,0.0173391778999457,0.37940317644907084,0.19911307562059305,0.27726993049332915,0.1455129320590854,5.032399999999999,3.180062937841275,16,0.43591378393862124,0.04686338398207974,5.0324,0.08738505262538511
1,stable,0.026366508987303583,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.3890334081304917,0.08763926733640336,0.13283641204016575,0.01728536835461201,0.34145245437535543,0.19723314536921124,0.22527439933129578,0.1301252276325066,5.787799999999999,3.1106865870438396,18,0.5290324058362044,0.0690591321183277,5.7878,0.08787874322782634
1,stable,0.04832930238571752,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.3820209320741675,0.08833715322871191,0.14387170842316124,0.015716194918116926,0.37660687240883767,0.17791149413006832,0.23123642138950043,0.1092375637320704,6.318499999999999,2.5335274971385267,16,0.48301086455985365,0.06372415907367683,6.3185,0.0885013452971669
1,stable,0.08858667904100823,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.43353065748777686,0.09031283521067551,0.20676505639883444,0.022941633482371344,0.4769329523245171,0.25402406456241455,0.20831937407615014,0.11095508052443173,6.547400000000003,2.139714616851977,14,0.26482408284800235,0.07747458853439969,6.5474,0.09049474401795732
1,stable,0.1623776739188721,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.4157737781730278,0.09099993364958625,0.19748298726616645,0.01969518506336917,0.4749770130620941,0.21643076289714108,0.2188688619312492,0.09973104689177156,6.9941,1.716092796897647,12,0.3075203764894439,0.0731475143768911,6.9941,0.09110136231200225
1,stable,0.2976351441631319,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.49654268027209225,0.08721304260292005,0.2670763323491587,0.013527058049138209,0.5378718546466296,0.15510361346670065,0.1756405764659135,0.0506486588690075,8.616899999999998,1.6982402306285806,14.63,0.41919060920907775,0.095650593355087,8.6169,0.08745653357909736
1,stable,0.5455594781168515,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.4493131253378176,0.09453039740009893,0.23292626888165732,0.029675973168370857,0.5184052184243024,0.3139304814594993,0.21038868457053403,0.1274050080776776,8.535699999999997,1.5237606830162393,13,0.26630635053370394,0.0750055397586389,8.5357,0.09500012089784819
1,stable,1,0.2222222222222222,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.4144270522547794,0.09852568469923233,0.2214891392878517,0.026376304076807813,0.5344466247625305,0.2677099292161867,0.2377395108817877,0.11908621868148868,9.088199999999995,1.3206774115845832,12,0.2889356018233209,0.06132705561496229,9.0882,0.09908939336224601
1,stable,1e-5,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.1927199851610951,0.09020334213216254,0.08502664147296414,0.016082570600002895,0.44119265265556223,0.17829240269655774,0.46805390762541493,0.18914742863407888,3.0249999999999995,10.909123085975367,33,0.8060231917078591,0.009004369192521957,3.025,0.09152562381343143
1,stable,1.8329807108324375e-5,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.20654975236940581,0.09225671177296287,0.09067985920213699,0.0174117648466062,0.4390218732383651,0.1887316869633865,0.44665612383773523,0.19201358493282564,3.160399999999997,10.125490850018796,32,0.782395800940266,0.011377144411987542,3.1604,0.09299889221161343
1,stable,3.359818286283781e-5,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.1963705154941527,0.0894094005141478,0.08542303271985227,0.015832767428632575,0.43500946414939723,0.17708168646234532,0.4553097000797461,0.185345414749634,3.071599999999997,10.418037988070546,32,0.7780404435198023,0.00966616109049435,3.0716,0.09021172519797303
1,stable,6.158482110660267e-5,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2078691669651746,0.09192917765060825,0.09898529869039083,0.018906592037110433,0.4761903852098197,0.20566475759163214,0.44224537478427295,0.19100404087527215,3.0970000000000004,9.547819463838417,29.57,0.7985568507817311,0.012877315827440382,3.097,0.09291956495786403
1,stable,1.1288378916846884e-4,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.21958940846490937,0.09241061696294503,0.0987075297406413,0.01621373932882239,0.44950952065802785,0.17545320940042858,0.4208336713913611,0.16426041023845656,3.1470999999999965,9.62545159151839,30.29,0.7563180572410458,0.018411292420729503,3.1471,0.09370796872155611
1,stable,2.0691380811147902e-4,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.21341092125020433,0.09051100656540928,0.08757995115404282,0.017291370012841676,0.4103817679103851,0.19104162763172655,0.42411609506756964,0.19743525527238753,3.3127999999999984,9.961936427927785,33,0.7453120802257439,0.014943087208443756,3.3128,0.0917210811487675
1,stable,3.79269019073225e-4,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.22241253853956933,0.09091858622302484,0.0902734390069865,0.01819784799756711,0.40588286793429135,0.20015542204899092,0.4087835461976419,0.20158585069699989,3.4298000000000006,8.455526049676477,29,0.7078595868090934,0.019158332473504625,3.4297999999999997,0.09162713031685585
1,stable,6.951927961775605e-4,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2179345481795919,0.08985308704885896,0.08073273111313163,0.01564057125843428,0.37044485047227454,0.17406826823801264,0.4122939102560935,0.1937327158735282,3.523899999999999,7.662301935551896,27,0.6650516927755369,0.01776419263216802,3.5239,0.09126639540337363
1,stable,0.0012742749857031334,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.24014439459801795,0.08724829091449184,0.08741592211470316,0.019872208529093473,0.3640140019134332,0.2277661639076614,0.3633159585529295,0.22732939318558093,3.8122,7.082906111553513,27,0.6378227948229683,0.02385318803796845,3.8122,0.08779805417093527
1,stable,0.002335721469090121,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.24484261535391819,0.08618628382626543,0.07953151456340864,0.016388689174662838,0.3248270912661443,0.19015426175816103,0.3520068747088157,0.20606534736109564,3.9388999999999985,5.316762430972401,20.94,0.5510367348459837,0.028498013584850455,3.9389,0.08672372977194387
1,stable,0.004281332398719391,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.23670217810617536,0.08682120932564086,0.08721795393530518,0.02250678087090508,0.36847127742180136,0.25923136806916336,0.366795143248307,0.2580521538902382,4.078999999999999,5.394920472386389,22,0.5118850328002436,0.023518782825644267,4.079,0.08719928884735326
1,stable,0.007847599703514606,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.2348541902025606,0.087639170078915,0.08426580748471203,0.021314868037038612,0.3588005281576334,0.24321166001281805,0.37316417477298,0.25294800670966894,4.0013,4.571001738976988,18.29,0.47073857953973114,0.024721841790902137,4.0013,0.08827882114563183
1,stable,0.01438449888287663,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.28235916157042007,0.0893587998545587,0.09674146500117804,0.01938055883428689,0.34261847380167554,0.2168847261358801,0.31647211075980164,0.20033352641549193,4.5533,3.95348408411698,18,0.45191496245342583,0.03672087417075336,4.5533,0.08984442651443064
1,stable,0.026366508987303583,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.3015057312185242,0.08592353915532294,0.10528035436949462,0.015641680956966136,0.3491819341012457,0.18204186083036988,0.28498144565301015,0.14857169745145132,4.915400000000001,2.7890697708891885,13.71,0.5099843090227292,0.04081989675869723,4.9154,0.08631059464298628
1,stable,0.04832930238571752,0.3333333333333333,0,0,0.1,0.1,0.2682452857039555,0.30119202450540333,0.34698000805536505,0.0867698767843364,0.12327105965355445,0.016241044745967225,0.3552684788510495,0.18717376753148784,0.2500716893478519,0.13175067036506102,5.275599999999998,3.447132449155905,18.19,0.5450803628899703,0.0585886517411471,5.2756,0.08720838611457474
